original_index,cluster_id,cluster_fraud_rate
452,0,0.0056
453,0,0.0056
454,0,0.0056
455,0,0.0056
456,0,0.0056
457,0,0.0056
458,0,0.0056
459,0,0.0056
460,0,0.0056
461,0,0.0056
462,0,0.0056
463,0,0.0056
464,0,0.0056
465,0,0.0056
466,0,0.0056
467,0,0.0056
468,0,0.0056
469,0,0.0056
470,0,0.0056
471,0,0.0056
472,0,0.0056
473,0,0.0056
474,0,0.0056
475,0,0.0056
476,0,0.0056
477,0,0.0056
478,0,0.0056
479,0,0.0056
480,0,0.0056
481,0,0.0056
482,0,0.0056
483,0,0.0056
484,0,0.0056
485,0,0.0056
486,0,0.0056
487,0,0.0056
488,0,0.0056
489,0,0.0056
490,0,0.0056
491,0,0.0056
492,0,0.0056
493,0,0.0056
494,0,0.0056
495,0,0.0056
496,0,0.0056
497,0,0.0056
498,0,0.0056
499,0,0.0056
500,0,0.0056
501,0,0.0056
502,0,0.0056
503,0,0.0056
504,0,0.0056
505,0,0.0056
506,0,0.0056
507,0,0.0056
508,0,0.0056
509,0,0.0056
510,0,0.0056
511,0,0.0056
512,0,0.0056
513,0,0.0056
514,0,0.0056
515,0,0.0056
516,0,0.0056
517,0,0.0056
518,0,0.0056
519,0,0.0056
520,0,0.0056
521,0,0.0056
522,0,0.0056
523,0,0.0056
524,0,0.0056
525,0,0.0056
526,0,0.0056
527,0,0.0056
528,0,0.0056
529,0,0.0056
530,0,0.0056
531,0,0.0056
532,0,0.0056
533,0,0.0056
534,0,0.0056
535,0,0.0056
536,0,0.0056
537,0,0.0056
538,0,0.0056
539,0,0.0056
540,0,0.0056
541,0,0.0056
542,0,0.0056
543,0,0.0056
544,0,0.0056
545,0,0.0056
546,0,0.0056
547,0,0.0056
548,0,0.0056
549,0,0.0056
550,0,0.0056
551,0,0.0056
552,0,0.0056
553,0,0.0056
554,0,0.0056
555,0,0.0056
556,0,0.0056
557,0,0.0056
558,0,0.0056
559,0,0.0056
560,0,0.0056
561,0,0.0056
563,0,0.0056
564,0,0.0056
565,0,0.0056
566,0,0.0056
567,0,0.0056
568,0,0.0056
569,0,0.0056
570,0,0.0056
571,0,0.0056
572,0,0.0056
573,0,0.0056
574,0,0.0056
575,0,0.0056
576,0,0.0056
577,0,0.0056
578,0,0.0056
579,0,0.0056
580,0,0.0056
581,0,0.0056
582,0,0.0056
583,0,0.0056
584,0,0.0056
585,0,0.0056
586,0,0.0056
587,0,0.0056
588,0,0.0056
589,0,0.0056
590,0,0.0056
591,0,0.0056
592,0,0.0056
593,0,0.0056
594,0,0.0056
595,0,0.0056
596,0,0.0056
597,0,0.0056
598,0,0.0056
599,0,0.0056
600,0,0.0056
601,0,0.0056
603,0,0.0056
604,0,0.0056
605,0,0.0056
606,0,0.0056
607,0,0.0056
608,0,0.0056
609,0,0.0056
610,0,0.0056
611,0,0.0056
612,0,0.0056
613,0,0.0056
614,0,0.0056
615,0,0.0056
616,0,0.0056
617,0,0.0056
618,0,0.0056
619,0,0.0056
620,0,0.0056
621,0,0.0056
622,0,0.0056
623,0,0.0056
624,0,0.0056
625,0,0.0056
626,0,0.0056
627,0,0.0056
628,0,0.0056
629,0,0.0056
630,0,0.0056
631,0,0.0056
632,0,0.0056
633,0,0.0056
634,0,0.0056
635,0,0.0056
636,0,0.0056
637,0,0.0056
638,0,0.0056
639,0,0.0056
640,0,0.0056
641,0,0.0056
642,0,0.0056
643,0,0.0056
644,0,0.0056
645,0,0.0056
646,0,0.0056
647,0,0.0056
648,0,0.0056
649,0,0.0056
650,0,0.0056
651,0,0.0056
652,0,0.0056
653,0,0.0056
654,0,0.0056
655,0,0.0056
656,0,0.0056
657,0,0.0056
658,0,0.0056
659,0,0.0056
660,0,0.0056
661,0,0.0056
662,0,0.0056
663,0,0.0056
664,0,0.0056
665,0,0.0056
666,0,0.0056
667,0,0.0056
668,0,0.0056
669,0,0.0056
670,0,0.0056
671,0,0.0056
672,0,0.0056
673,0,0.0056
674,0,0.0056
675,0,0.0056
676,0,0.0056
677,0,0.0056
678,0,0.0056
679,0,0.0056
680,0,0.0056
681,0,0.0056
682,0,0.0056
683,0,0.0056
684,0,0.0056
685,0,0.0056
686,0,0.0056
687,0,0.0056
688,0,0.0056
689,0,0.0056
690,0,0.0056
691,0,0.0056
692,0,0.0056
693,0,0.0056
694,0,0.0056
695,0,0.0056
696,0,0.0056
697,0,0.0056
698,0,0.0056
699,0,0.0056
700,0,0.0056
701,0,0.0056
702,0,0.0056
703,0,0.0056
704,0,0.0056
705,0,0.0056
706,0,0.0056
707,0,0.0056
708,0,0.0056
709,0,0.0056
710,0,0.0056
711,0,0.0056
713,0,0.0056
714,0,0.0056
715,0,0.0056
716,0,0.0056
717,0,0.0056
718,0,0.0056
719,0,0.0056
720,0,0.0056
721,0,0.0056
722,0,0.0056
723,0,0.0056
724,0,0.0056
725,0,0.0056
726,0,0.0056
727,0,0.0056
728,0,0.0056
729,0,0.0056
730,0,0.0056
731,0,0.0056
732,0,0.0056
733,0,0.0056
734,0,0.0056
735,0,0.0056
736,0,0.0056
737,0,0.0056
738,0,0.0056
739,0,0.0056
740,0,0.0056
741,0,0.0056
742,0,0.0056
743,0,0.0056
744,0,0.0056
745,0,0.0056
746,0,0.0056
747,0,0.0056
748,0,0.0056
749,0,0.0056
750,0,0.0056
751,0,0.0056
752,0,0.0056
753,0,0.0056
754,0,0.0056
755,0,0.0056
756,0,0.0056
757,0,0.0056
758,0,0.0056
759,0,0.0056
760,0,0.0056
761,0,0.0056
762,0,0.0056
763,0,0.0056
764,0,0.0056
765,0,0.0056
766,0,0.0056
767,0,0.0056
768,0,0.0056
769,0,0.0056
770,0,0.0056
771,0,0.0056
772,0,0.0056
773,0,0.0056
774,0,0.0056
775,0,0.0056
776,0,0.0056
777,0,0.0056
778,0,0.0056
779,0,0.0056
780,0,0.0056
781,0,0.0056
782,0,0.0056
783,0,0.0056
784,0,0.0056
785,0,0.0056
786,0,0.0056
787,0,0.0056
788,0,0.0056
789,0,0.0056
790,0,0.0056
791,0,0.0056
792,0,0.0056
793,0,0.0056
794,0,0.0056
795,0,0.0056
796,0,0.0056
797,0,0.0056
798,0,0.0056
799,0,0.0056
800,0,0.0056
801,0,0.0056
802,0,0.0056
803,0,0.0056
804,0,0.0056
805,0,0.0056
806,0,0.0056
807,0,0.0056
808,0,0.0056
809,0,0.0056
810,0,0.0056
811,0,0.0056
812,0,0.0056
813,0,0.0056
814,0,0.0056
815,0,0.0056
816,0,0.0056
817,0,0.0056
818,0,0.0056
819,0,0.0056
820,0,0.0056
821,0,0.0056
822,0,0.0056
823,0,0.0056
824,0,0.0056
825,0,0.0056
826,0,0.0056
827,0,0.0056
828,0,0.0056
829,0,0.0056
830,0,0.0056
831,0,0.0056
832,0,0.0056
833,0,0.0056
834,0,0.0056
835,0,0.0056
836,0,0.0056
837,0,0.0056
838,0,0.0056
839,0,0.0056
840,0,0.0056
841,0,0.0056
842,0,0.0056
844,0,0.0056
845,0,0.0056
846,0,0.0056
847,0,0.0056
848,0,0.0056
849,0,0.0056
850,0,0.0056
851,0,0.0056
852,0,0.0056
853,0,0.0056
854,0,0.0056
855,0,0.0056
856,0,0.0056
857,0,0.0056
858,0,0.0056
859,0,0.0056
860,0,0.0056
861,0,0.0056
862,0,0.0056
863,0,0.0056
864,0,0.0056
865,0,0.0056
866,0,0.0056
867,0,0.0056
868,0,0.0056
870,0,0.0056
871,0,0.0056
872,0,0.0056
873,0,0.0056
874,0,0.0056
875,0,0.0056
876,0,0.0056
877,0,0.0056
878,0,0.0056
879,0,0.0056
880,0,0.0056
881,0,0.0056
882,0,0.0056
883,0,0.0056
884,0,0.0056
885,0,0.0056
886,0,0.0056
887,0,0.0056
888,0,0.0056
889,0,0.0056
890,0,0.0056
891,0,0.0056
892,0,0.0056
893,0,0.0056
894,0,0.0056
895,0,0.0056
896,0,0.0056
897,0,0.0056
898,0,0.0056
899,0,0.0056
900,0,0.0056
901,0,0.0056
902,0,0.0056
903,0,0.0056
904,0,0.0056
905,0,0.0056
906,0,0.0056
907,0,0.0056
908,0,0.0056
909,0,0.0056
910,0,0.0056
911,0,0.0056
912,0,0.0056
913,0,0.0056
914,0,0.0056
915,0,0.0056
916,0,0.0056
917,0,0.0056
918,0,0.0056
919,0,0.0056
920,0,0.0056
921,0,0.0056
922,0,0.0056
923,0,0.0056
924,0,0.0056
925,0,0.0056
926,0,0.0056
927,0,0.0056
928,0,0.0056
929,0,0.0056
930,0,0.0056
931,0,0.0056
932,0,0.0056
933,0,0.0056
934,0,0.0056
935,0,0.0056
936,0,0.0056
937,0,0.0056
938,0,0.0056
939,0,0.0056
940,0,0.0056
941,0,0.0056
942,0,0.0056
943,0,0.0056
944,0,0.0056
945,0,0.0056
946,0,0.0056
947,0,0.0056
948,0,0.0056
949,0,0.0056
950,0,0.0056
951,0,0.0056
952,0,0.0056
953,0,0.0056
954,0,0.0056
955,0,0.0056
956,0,0.0056
957,0,0.0056
958,0,0.0056
959,0,0.0056
960,0,0.0056
961,0,0.0056
962,0,0.0056
963,0,0.0056
964,0,0.0056
965,0,0.0056
966,0,0.0056
967,0,0.0056
968,0,0.0056
969,0,0.0056
971,0,0.0056
972,0,0.0056
973,0,0.0056
974,0,0.0056
975,0,0.0056
976,0,0.0056
977,0,0.0056
978,0,0.0056
979,0,0.0056
980,0,0.0056
981,0,0.0056
982,0,0.0056
983,0,0.0056
984,0,0.0056
985,0,0.0056
986,0,0.0056
987,0,0.0056
988,0,0.0056
989,0,0.0056
990,0,0.0056
991,0,0.0056
992,0,0.0056
993,0,0.0056
994,0,0.0056
995,0,0.0056
996,0,0.0056
997,0,0.0056
998,0,0.0056
999,0,0.0056
1000,0,0.0056
1001,0,0.0056
1003,0,0.0056
1004,0,0.0056
1005,0,0.0056
1006,0,0.0056
1007,0,0.0056
1008,0,0.0056
1009,0,0.0056
1010,0,0.0056
1011,0,0.0056
1012,0,0.0056
1013,0,0.0056
1014,0,0.0056
1015,0,0.0056
1016,0,0.0056
1018,0,0.0056
1019,0,0.0056
1020,0,0.0056
1021,0,0.0056
1022,0,0.0056
1023,0,0.0056
1024,0,0.0056
1025,0,0.0056
1026,0,0.0056
1027,0,0.0056
1028,0,0.0056
1029,0,0.0056
1030,0,0.0056
1031,0,0.0056
1032,0,0.0056
1033,0,0.0056
1034,0,0.0056
1035,0,0.0056
1036,0,0.0056
1037,0,0.0056
1038,0,0.0056
1039,0,0.0056
1040,0,0.0056
1041,0,0.0056
1042,0,0.0056
1043,0,0.0056
1044,0,0.0056
1045,0,0.0056
1046,0,0.0056
1047,0,0.0056
1048,0,0.0056
1049,0,0.0056
1050,0,0.0056
1051,0,0.0056
1052,0,0.0056
1053,0,0.0056
1054,0,0.0056
1055,0,0.0056
1056,0,0.0056
1057,0,0.0056
1058,0,0.0056
1059,0,0.0056
1060,0,0.0056
1061,0,0.0056
1062,0,0.0056
1063,0,0.0056
1064,0,0.0056
1065,0,0.0056
1066,0,0.0056
1067,0,0.0056
1068,0,0.0056
1069,0,0.0056
1070,0,0.0056
1071,0,0.0056
1072,0,0.0056
1073,0,0.0056
1074,0,0.0056
1075,0,0.0056
1076,0,0.0056
1077,0,0.0056
1078,0,0.0056
1079,0,0.0056
1080,0,0.0056
1081,0,0.0056
1082,0,0.0056
1083,0,0.0056
1084,0,0.0056
1085,0,0.0056
1086,0,0.0056
1087,0,0.0056
1088,0,0.0056
1089,0,0.0056
1090,0,0.0056
1091,0,0.0056
1092,0,0.0056
1093,0,0.0056
1094,0,0.0056
1095,0,0.0056
1096,0,0.0056
1097,0,0.0056
1098,0,0.0056
1099,0,0.0056
1100,0,0.0056
1101,0,0.0056
1102,0,0.0056
1103,0,0.0056
1104,0,0.0056
1105,0,0.0056
1106,0,0.0056
1107,0,0.0056
1108,0,0.0056
1109,0,0.0056
1110,0,0.0056
1111,0,0.0056
1112,0,0.0056
1113,0,0.0056
1114,0,0.0056
1115,0,0.0056
1117,0,0.0056
1118,0,0.0056
1119,0,0.0056
1120,0,0.0056
1121,0,0.0056
1122,0,0.0056
1123,0,0.0056
1124,0,0.0056
1125,0,0.0056
1126,0,0.0056
1127,0,0.0056
1128,0,0.0056
1129,0,0.0056
1130,0,0.0056
1131,0,0.0056
1132,0,0.0056
1133,0,0.0056
1134,0,0.0056
1135,0,0.0056
1136,0,0.0056
1137,0,0.0056
1138,0,0.0056
1139,0,0.0056
1140,0,0.0056
1141,0,0.0056
1142,0,0.0056
1143,0,0.0056
1144,0,0.0056
1145,0,0.0056
1146,0,0.0056
1147,0,0.0056
1148,0,0.0056
1149,0,0.0056
1150,0,0.0056
1151,0,0.0056
1152,0,0.0056
1153,0,0.0056
1154,0,0.0056
1155,0,0.0056
1156,0,0.0056
1157,0,0.0056
1158,0,0.0056
1159,0,0.0056
1160,0,0.0056
1161,0,0.0056
1162,0,0.0056
1163,0,0.0056
1164,0,0.0056
1165,0,0.0056
1166,0,0.0056
1167,0,0.0056
1168,0,0.0056
1169,0,0.0056
1170,0,0.0056
1171,0,0.0056
1172,0,0.0056
1173,0,0.0056
1174,0,0.0056
1175,0,0.0056
1176,0,0.0056
1177,0,0.0056
1178,0,0.0056
1179,0,0.0056
1180,0,0.0056
1181,0,0.0056
1182,0,0.0056
1183,0,0.0056
1184,0,0.0056
1185,0,0.0056
1186,0,0.0056
1187,0,0.0056
1188,0,0.0056
1189,0,0.0056
1190,0,0.0056
1191,0,0.0056
1192,0,0.0056
1193,0,0.0056
1194,0,0.0056
1195,0,0.0056
1196,0,0.0056
1197,0,0.0056
1198,0,0.0056
1199,0,0.0056
1200,0,0.0056
1201,0,0.0056
1202,0,0.0056
1203,0,0.0056
1204,0,0.0056
1205,0,0.0056
1206,0,0.0056
1207,0,0.0056
1208,0,0.0056
1209,0,0.0056
1210,0,0.0056
1211,0,0.0056
1212,0,0.0056
1213,0,0.0056
1214,0,0.0056
1215,0,0.0056
1216,0,0.0056
1217,0,0.0056
1218,0,0.0056
1219,0,0.0056
1220,0,0.0056
1221,0,0.0056
1222,0,0.0056
1223,0,0.0056
1224,0,0.0056
1225,0,0.0056
1226,0,0.0056
1227,0,0.0056
1228,0,0.0056
1229,0,0.0056
1230,0,0.0056
1231,0,0.0056
1232,0,0.0056
1233,0,0.0056
1234,0,0.0056
1235,0,0.0056
1236,0,0.0056
1237,0,0.0056
1238,0,0.0056
1239,0,0.0056
1240,0,0.0056
1241,0,0.0056
1242,0,0.0056
1243,0,0.0056
1244,0,0.0056
1245,0,0.0056
1246,0,0.0056
1247,0,0.0056
1248,0,0.0056
1249,0,0.0056
1250,0,0.0056
1251,0,0.0056
1252,0,0.0056
1253,0,0.0056
1254,0,0.0056
1255,0,0.0056
1256,0,0.0056
1257,0,0.0056
1258,0,0.0056
1259,0,0.0056
1260,0,0.0056
1261,0,0.0056
1262,0,0.0056
1263,0,0.0056
1264,0,0.0056
1265,0,0.0056
1266,0,0.0056
1267,0,0.0056
1268,0,0.0056
1269,0,0.0056
1270,0,0.0056
1271,0,0.0056
1272,0,0.0056
1273,0,0.0056
1274,0,0.0056
1275,0,0.0056
1276,0,0.0056
1277,0,0.0056
1278,0,0.0056
1279,0,0.0056
1280,0,0.0056
1281,0,0.0056
1282,0,0.0056
1283,0,0.0056
1284,0,0.0056
1285,0,0.0056
1286,0,0.0056
1287,0,0.0056
1288,0,0.0056
1289,0,0.0056
1290,0,0.0056
1291,0,0.0056
1292,0,0.0056
1293,0,0.0056
1294,0,0.0056
1295,0,0.0056
1296,0,0.0056
1297,0,0.0056
1299,0,0.0056
1300,0,0.0056
1301,0,0.0056
1302,0,0.0056
1303,0,0.0056
1304,0,0.0056
1305,0,0.0056
1306,0,0.0056
1307,0,0.0056
1308,0,0.0056
1309,0,0.0056
1310,0,0.0056
1311,0,0.0056
1312,0,0.0056
1313,0,0.0056
1314,0,0.0056
1315,0,0.0056
1316,0,0.0056
1317,0,0.0056
1318,0,0.0056
1319,0,0.0056
1320,0,0.0056
1321,0,0.0056
1322,0,0.0056
1323,0,0.0056
1324,0,0.0056
1325,0,0.0056
1326,0,0.0056
1327,0,0.0056
1328,0,0.0056
1329,0,0.0056
1330,0,0.0056
1331,0,0.0056
1332,0,0.0056
1333,0,0.0056
1334,0,0.0056
1335,0,0.0056
1336,0,0.0056
1337,0,0.0056
1338,0,0.0056
1339,0,0.0056
1340,0,0.0056
1341,0,0.0056
1342,0,0.0056
1343,0,0.0056
1344,0,0.0056
1345,0,0.0056
1346,0,0.0056
1347,0,0.0056
1348,0,0.0056
1349,0,0.0056
1350,0,0.0056
1351,0,0.0056
1352,0,0.0056
1353,0,0.0056
1354,0,0.0056
1355,0,0.0056
1356,0,0.0056
1357,0,0.0056
1358,0,0.0056
1359,0,0.0056
1360,0,0.0056
1361,0,0.0056
1362,0,0.0056
1363,0,0.0056
1364,0,0.0056
1365,0,0.0056
1366,0,0.0056
1367,0,0.0056
1368,0,0.0056
1369,0,0.0056
1370,0,0.0056
1371,0,0.0056
1372,0,0.0056
1373,0,0.0056
1374,0,0.0056
1375,0,0.0056
1376,0,0.0056
1377,0,0.0056
1378,0,0.0056
1379,0,0.0056
1380,0,0.0056
1381,0,0.0056
1382,0,0.0056
1383,0,0.0056
1384,0,0.0056
1385,0,0.0056
1386,0,0.0056
1387,0,0.0056
1388,0,0.0056
1389,0,0.0056
1390,0,0.0056
1391,0,0.0056
1392,0,0.0056
1393,0,0.0056
1394,0,0.0056
1395,0,0.0056
1396,0,0.0056
1397,0,0.0056
1398,0,0.0056
1399,0,0.0056
1400,0,0.0056
1401,0,0.0056
1402,0,0.0056
1403,0,0.0056
1404,0,0.0056
1405,0,0.0056
1406,0,0.0056
1407,0,0.0056
1408,0,0.0056
1409,0,0.0056
1410,0,0.0056
1411,0,0.0056
1412,0,0.0056
1413,0,0.0056
1414,0,0.0056
1415,0,0.0056
1416,0,0.0056
1417,0,0.0056
1418,0,0.0056
1419,0,0.0056
1420,0,0.0056
1421,0,0.0056
1422,0,0.0056
1423,0,0.0056
1424,0,0.0056
1425,0,0.0056
1426,0,0.0056
1427,0,0.0056
1428,0,0.0056
1429,0,0.0056
1430,0,0.0056
1431,0,0.0056
1432,0,0.0056
1433,0,0.0056
1434,0,0.0056
1435,0,0.0056
1436,0,0.0056
1437,0,0.0056
1438,0,0.0056
1439,0,0.0056
1440,0,0.0056
1441,0,0.0056
1442,0,0.0056
1443,0,0.0056
1444,0,0.0056
1445,0,0.0056
1446,0,0.0056
1447,0,0.0056
1448,0,0.0056
1449,0,0.0056
1450,0,0.0056
1451,0,0.0056
1452,0,0.0056
1453,0,0.0056
1454,0,0.0056
1455,0,0.0056
1456,0,0.0056
1457,0,0.0056
1458,0,0.0056
1459,0,0.0056
1460,0,0.0056
1461,0,0.0056
1462,0,0.0056
1463,0,0.0056
1464,0,0.0056
1465,0,0.0056
1466,0,0.0056
1467,0,0.0056
1468,0,0.0056
1469,0,0.0056
1470,0,0.0056
1471,0,0.0056
1472,0,0.0056
1473,0,0.0056
1474,0,0.0056
1475,0,0.0056
1476,0,0.0056
1477,0,0.0056
1478,0,0.0056
1479,0,0.0056
1480,0,0.0056
1481,0,0.0056
1482,0,0.0056
1483,0,0.0056
1485,0,0.0056
1486,0,0.0056
1487,0,0.0056
1488,0,0.0056
1489,0,0.0056
1490,0,0.0056
1491,0,0.0056
1492,0,0.0056
1493,0,0.0056
1494,0,0.0056
1495,0,0.0056
1496,0,0.0056
1497,0,0.0056
1498,0,0.0056
1499,0,0.0056
1500,0,0.0056
1501,0,0.0056
1502,0,0.0056
1503,0,0.0056
1504,0,0.0056
1505,0,0.0056
1506,0,0.0056
1507,0,0.0056
1508,0,0.0056
