data_date,trans_id,trans_initiate_time,customer_msisdn,trx_channel,trx_type,trx_status,ac_from,ac_to,start_balance,trx_amt,end_balance,utility_company,bill_ref_number,fee,fed,reason_type,pur_of_remit,ec,merchant_id
2025-02-02,74463100624,2025-02-02T13:20:03.000+05:00,/QRlt6LP/rXls1Tn2L9dSA==,NEW_JC_APP,IBFT Outgoing Customer,Completed,19j5y5Gt4tj+zTq0zqwpmw==,/QRlt6LP/rXls1Tn2L9dSA==,5943.070000000000000000,2300.000000000000000000,3642.070000000000000000,AlHabib,,0.860000000000000000,0.140000000000000000,IBFT Outgoing by Mobilink Customer 1-Link via New JC APP,0101-Vendor Payments - Software,,
2025-01-15,73399798347,2025-01-15T13:16:03.000+05:00,GFrbove42NY3LzxRvB8rKw==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,GFrbove42NY3LzxRvB8rKw==,2358625.000000000000000000,15000.000000000000000000,3858625.000000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-02-05,74652811110,2025-02-05T13:32:22.000+05:00,/QRlt6LP/rXls1Tn2L9dSA==,NEW_JC_APP,IBFT Outgoing Customer,Completed,19j5y5Gt4tj+zTq0zqwpmw==,/QRlt6LP/rXls1Tn2L9dSA==,2200.550000000000000000,500.000000000000000000,1699.550000000000000000,UBL,,0.860000000000000000,0.140000000000000000,IBFT Outgoing by Mobilink Customer 1-Link via New JC APP,0101-Vendor Payments - Software,,
2025-01-15,73402620257,2025-01-15T14:01:00.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,NEW_JC_APP,Transfer(C2B),Completed,19j5y5Gt4tj+zTq0zqwpmw==,k0z2vbdN17Cks6sY6GGshA==,427707.000000000000000000,2040.000000000000000000,223707.000000000000000000,,,0E-18,0E-18,IBFT Outgoing by Mobilink Customer RAAST via API,,,
2025-02-11,75022713345,2025-02-11T14:06:08.000+05:00,6p7l5yeaRtB5kg2zHs6obg==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,6p7l5yeaRtB5kg2zHs6obg==,12361.090000000000000000,700.000000000000000000,13061.090000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-02-03,74526513095,2025-02-03T14:19:35.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,3132.070000000000000000,1000.000000000000000000,2132.070000000000000000,,,11.600000000000000000,1.600000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-09,74901838654,2025-02-09T15:17:08.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,245.780000000000000000,100.000000000000000000,145.780000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-02,74470732715,2025-02-02T15:23:08.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,NEW_JC_APP,Transfer(C2B),Completed,19j5y5Gt4tj+zTq0zqwpmw==,k0z2vbdN17Cks6sY6GGshA==,3642.070000000000000000,510.000000000000000000,3132.070000000000000000,,,0E-18,0E-18,IBFT Outgoing by Mobilink Customer RAAST via API,,,
2025-02-09,74904412703,2025-02-09T16:00:59.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,145.780000000000000000,100.000000000000000000,45.780000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-01-31,74353526741,2025-01-31T16:31:15.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,3795.070000000000000000,195.000000000000000000,3600.070000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-01-09,73044360729,2025-01-09T16:13:34.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,526707.000000000000000000,180.000000000000000000,508707.000000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-02-05,74664810919,2025-02-05T16:44:22.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,699.550000000000000000,500.000000000000000000,199.550000000000000000,,,5.800000000000000000,0.800000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-05,74664764938,2025-02-05T16:43:41.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,1699.550000000000000000,1000.000000000000000000,699.550000000000000000,,,11.600000000000000000,1.600000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-03,74534231833,2025-02-03T16:10:07.000+05:00,19j5y5Gt4tj+zTq0zqwpmw==,NEW_JC_APP,Utility Bills Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,,2222.070000000000000000,200.000000000000000000,2022.070000000000000000,Zong Prepaid,03177824884,0E-18,0E-18,Customer Buy Load for Other Mobile Operators (OMO) via New JC APP,,,
2025-02-08,74848782814,2025-02-08T16:51:27.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,745.780000000000000000,500.000000000000000000,245.780000000000000000,,,5.800000000000000000,0.800000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-01-09,73049490617,2025-01-09T17:24:31.000+05:00,C6UOH4XJR97N8PHWvIS23A==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,508707.000000000000000000,400.000000000000000000,468707.000000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-02-08,74850534641,2025-02-08T17:17:30.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,3245.780000000000000000,3000.000000000000000000,245.780000000000000000,,,34.800000000000000000,4.800000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-03,74537099061,2025-02-03T16:50:00.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,2022.070000000000000000,1000.000000000000000000,1022.070000000000000000,,,11.600000000000000000,1.600000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-01-27,74121103820,2025-01-27T18:12:23.000+05:00,zJ7U8gpYbotAxlmlzYkCVg==,USSD,Merchant Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,zJ7U8gpYbotAxlmlzYkCVg==,479607.000000000000000000,1000.000000000000000000,379507.000000000000000000,,QR-MerchID: 00326056,1086.000000000000000000,152.000000000000000000,Mobilink Customer Payment to Merchant Organization Via USSD - SME,,,
2025-02-04,74607675262,2025-02-04T17:46:28.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,1974.550000000000000000,500.000000000000000000,1474.550000000000000000,,,5.800000000000000000,0.800000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-01-12,73234289542,2025-01-12T18:58:51.000+05:00,TaEI2uUULdGWQpk0vfchCA==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,TaEI2uUULdGWQpk0vfchCA==,179530.000000000000000000,510.000000000000000000,230530.000000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-02-08,74854783727,2025-02-08T18:18:56.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,1245.780000000000000000,1000.000000000000000000,245.780000000000000000,,,11.600000000000000000,1.600000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-04,74611587724,2025-02-04T18:38:46.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,1474.550000000000000000,500.000000000000000000,974.550000000000000000,,,5.800000000000000000,0.800000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-01-24,73954448896,2025-01-24T20:26:44.000+05:00,xfZeZ57eHPGfBBiHBWkAYw==,USSD,Merchant Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,xfZeZ57eHPGfBBiHBWkAYw==,479707.000000000000000000,1020.000000000000000000,377607.000000000000000000,,QR-MerchID: 980100868,1106.000000000000000000,155.000000000000000000,Mobilink Customer Payment to Merchant Organization Via USSD - SME,,,
2025-02-16,75360029096,2025-02-16T21:56:39.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,245.780000000000000000,180.000000000000000000,65.780000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-02-03,74548711342,2025-02-03T19:21:00.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,NEW_JC_APP,Transfer(C2B),Completed,19j5y5Gt4tj+zTq0zqwpmw==,k0z2vbdN17Cks6sY6GGshA==,6022.070000000000000000,3000.000000000000000000,3022.070000000000000000,,,0E-18,0E-18,IBFT Outgoing by Mobilink Customer RAAST via API,,,
2025-02-16,75360362859,2025-02-16T22:03:30.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,115.780000000000000000,100.000000000000000000,15.780000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-02-03,74549602804,2025-02-03T19:32:39.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,NEW_JC_APP,Transfer(C2B),Completed,19j5y5Gt4tj+zTq0zqwpmw==,k0z2vbdN17Cks6sY6GGshA==,3022.070000000000000000,22.000000000000000000,3000.070000000000000000,,,0E-18,0E-18,IBFT Outgoing by Mobilink Customer RAAST via API,,,
2025-02-05,74682988492,2025-02-05T21:11:51.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,199.550000000000000000,100.000000000000000000,99.550000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-05,74684228755,2025-02-05T21:34:46.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,599.550000000000000000,200.000000000000000000,399.550000000000000000,,,2.320000000000000000,0.320000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-05,74685138139,2025-02-05T21:53:05.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,199.550000000000000000,100.000000000000000000,99.550000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-05,74684759684,2025-02-05T21:45:16.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,399.550000000000000000,200.000000000000000000,199.550000000000000000,,,2.320000000000000000,0.320000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-08,74867567711,2025-02-08T21:33:05.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,NEW_JC_APP,Transfer(C2B),Completed,19j5y5Gt4tj+zTq0zqwpmw==,k0z2vbdN17Cks6sY6GGshA==,2245.780000000000000000,2000.000000000000000000,245.780000000000000000,,,0E-18,0E-18,IBFT Outgoing by Mobilink Customer RAAST via API,,,
2025-02-07,74807299093,2025-02-07T21:39:00.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,299.550000000000000000,100.000000000000000000,199.550000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-04,74625250684,2025-02-04T21:58:27.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,974.550000000000000000,100.000000000000000000,874.550000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-04,74626156287,2025-02-04T22:16:14.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,874.550000000000000000,100.000000000000000000,774.550000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-03,74557079727,2025-02-03T21:20:57.000+05:00,m1TCdo5rjvth/tPOPL9kwA==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,m1TCdo5rjvth/tPOPL9kwA==,3000.070000000000000000,100.000000000000000000,2900.070000000000000000,,,2.320000000000000000,0.320000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-03-05,76385698106,2025-03-05T06:15:56.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,THIRD_PARTY_WEB,Auto Debit,Completed,19j5y5Gt4tj+zTq0zqwpmw==,bUZJ4oFcMkS1dEuD2P+FtA==,664218255.370000000000000000,600.000000000000000000,664218855.370000000000000000,,,0E-18,0E-18,JazzCash Loan Repayment,,,
2025-02-03,74562587065,2025-02-03T23:09:50.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,2900.070000000000000000,100.000000000000000000,2800.070000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-03-28,77904586166,2025-03-28T04:32:52.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,195.780000000000000000,180.000000000000000000,15.780000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-03-08,76602231170,2025-03-08T12:06:21.000+05:00,C6UOH4XJR97N8PHWvIS23A==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,425.780000000000000000,130.000000000000000000,295.780000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-03-08,76603214703,2025-03-08T12:20:34.000+05:00,C6UOH4XJR97N8PHWvIS23A==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,295.780000000000000000,100.000000000000000000,195.780000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-02-22,75703859286,2025-02-22T16:29:55.000+05:00,BTMDsRfyQYHfnhwKVC/v5g==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,BTMDsRfyQYHfnhwKVC/v5g==,62.810000000000000000,2000.000000000000000000,2062.810000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-03-01,76148465342,2025-03-01T15:40:04.000+05:00,GW3/goTaCbjdRY3W7ZOuFA==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,GW3/goTaCbjdRY3W7ZOuFA==,248.850000000000000000,4000.000000000000000000,4248.850000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-02-22,75711532271,2025-02-22T18:26:20.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,235.780000000000000000,200.000000000000000000,35.780000000000000000,,,2.320000000000000000,0.320000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-22,75722977180,2025-02-22T21:18:18.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,235.780000000000000000,200.000000000000000000,35.780000000000000000,,,2.320000000000000000,0.320000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-03-04,76364098168,2025-03-04T19:40:23.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,2125.780000000000000000,1000.000000000000000000,1125.780000000000000000,,,11.600000000000000000,1.600000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-02-22,75729449598,2025-02-22T23:46:48.000+05:00,GW3/goTaCbjdRY3W7ZOuFA==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,GW3/goTaCbjdRY3W7ZOuFA==,90.850000000000000000,10.000000000000000000,100.850000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-03-04,76368023833,2025-03-04T20:34:04.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,1125.780000000000000000,100.000000000000000000,1025.780000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-04-12,78843364927,2025-04-12T15:18:38.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,NEW_JC_APP,Transfer(C2B),Completed,19j5y5Gt4tj+zTq0zqwpmw==,k0z2vbdN17Cks6sY6GGshA==,2015.780000000000000000,2000.000000000000000000,15.780000000000000000,,,0E-18,0E-18,IBFT Outgoing by Mobilink Customer RAAST via API,,,
2025-04-12,78843723392,2025-04-12T15:24:17.000+05:00,1G1fjuN0NxGlWZoxt5f6bQ==,NEW_JC_APP,Transfer(C2B),Completed,19j5y5Gt4tj+zTq0zqwpmw==,k0z2vbdN17Cks6sY6GGshA==,15.780000000000000000,5.000000000000000000,10.780000000000000000,,,0E-18,0E-18,IBFT Outgoing by Mobilink Customer RAAST via API,,,
2025-04-21,79423930648,2025-04-21T23:19:14.000+05:00,yb+7QyG219v9Q3n3sFDibA==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,yb+7QyG219v9Q3n3sFDibA==,13066.700000000000000000,2000.000000000000000000,15066.700000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-04-21,79423715664,2025-04-21T23:13:19.000+05:00,n+lDYNGYbaniCoMeupHPtg==,NEW_JC_APP,Transfer(C2C),Completed,19j5y5Gt4tj+zTq0zqwpmw==,n+lDYNGYbaniCoMeupHPtg==,49.000000000000000000,4000.000000000000000000,4049.000000000000000000,,,0E-18,0E-18,Customer Transfer to Customer via New JC APP,,,
2025-04-24,79562542532,2025-04-24T10:23:23.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,6935.380000000000000000,180.000000000000000000,6755.380000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-05-14,80831242339,2025-05-14T16:18:12.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,14755.380000000000000000,180.000000000000000000,14575.380000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-06-09,82501157669,2025-06-09T16:59:15.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,32499.980000000000000000,2000.000000000000000000,30499.980000000000000000,,,23.200000000000000000,3.200000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-06-13,82758642701,2025-06-13T21:49:16.000+05:00,/QRlt6LP/rXls1Tn2L9dSA==,NEW_JC_APP,IBFT Outgoing Customer,Completed,19j5y5Gt4tj+zTq0zqwpmw==,/QRlt6LP/rXls1Tn2L9dSA==,33599.980000000000000000,13000.000000000000000000,20598.430000000000000000,HBL,,1.340000000000000000,0.210000000000000000,IBFT Outgoing by Mobilink Customer 1-Link via New JC APP,0350-Miscellaneous Payments,,
2025-06-13,82759304432,2025-06-13T22:01:01.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,20498.430000000000000000,100.000000000000000000,20398.430000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-06-13,82758779528,2025-06-13T21:51:40.000+05:00,cvnEFcCs6p063WycRiQIyw==,NEW_JC_APP,Jazz Load (Prepaid top-up),Completed,19j5y5Gt4tj+zTq0zqwpmw==,,20598.430000000000000000,100.000000000000000000,20498.430000000000000000,,,0E-18,0E-18,Customer Buy PrePaid Load via New JC APP,,,
2025-06-15,82849366420,2025-06-15T12:19:09.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,21520.910000000000000000,500.000000000000000000,21020.910000000000000000,,,5.800000000000000000,0.800000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
2025-06-15,82839346535,2025-06-15T09:07:47.000+05:00,fPgIKI/bJEDGPQ8eOtPT9A==,Payment Gateway,Online Payment,Completed,19j5y5Gt4tj+zTq0zqwpmw==,fPgIKI/bJEDGPQ8eOtPT9A==,21120.910000000000000000,100.000000000000000000,21020.910000000000000000,,,1.160000000000000000,0.160000000000000000,Online Payments for Jazz Mobile Account via PGW,,,
